DATE,TRANR65Q4,TRANR66Q1,TRANR66Q2,TRANR66Q3,TRANR66Q4,TRANR67Q1,TRANR67Q2,TRANR67Q3,TRANR67Q4,TRANR68Q1,TRANR68Q2,TRANR68Q3,TRANR68Q4,TRANR69Q1,TRANR69Q2,TRANR69Q3,TRANR69Q4,TRANR70Q1,TRANR70Q2,TRANR70Q3,TRANR70Q4,TRANR71Q1,TRANR71Q2,TRANR71Q3,TRANR71Q4,TRANR72Q1,TRANR72Q2,TRANR72Q3,TRANR72Q4,TRANR73Q1,TRANR73Q2,TRANR73Q3,TRANR73Q4,TRANR74Q1,TRANR74Q2,TRANR74Q3,TRANR74Q4,TRANR75Q1,TRANR75Q2,TRANR75Q3,TRANR75Q4,TRANR76Q1,TRANR76Q2,TRANR76Q3,TRANR76Q4,TRANR77Q1,TRANR77Q2,TRANR77Q3,TRANR77Q4,TRANR78Q1,TRANR78Q2,TRANR78Q3,TRANR78Q4,TRANR79Q1,TRANR79Q2,TRANR79Q3,TRANR79Q4,TRANR80Q1,TRANR80Q2,TRANR80Q3,TRANR80Q4,TRANR81Q1,TRANR81Q2,TRANR81Q3,TRANR81Q4,TRANR82Q1,TRANR82Q2,TRANR82Q3,TRANR82Q4,TRANR83Q1,TRANR83Q2,TRANR83Q3,TRANR83Q4,TRANR84Q1,TRANR84Q2,TRANR84Q3,TRANR84Q4,TRANR85Q1,TRANR85Q2,TRANR85Q3,TRANR85Q4,TRANR86Q1,TRANR86Q2,TRANR86Q3,TRANR86Q4,TRANR87Q1,TRANR87Q2,TRANR87Q3,TRANR87Q4,TRANR88Q1,TRANR88Q2,TRANR88Q3,TRANR88Q4,TRANR89Q1,TRANR89Q2,TRANR89Q3,TRANR89Q4,TRANR90Q1,TRANR90Q2,TRANR90Q3,TRANR90Q4,TRANR91Q1,TRANR91Q2,TRANR91Q3,TRANR91Q4,TRANR92Q1,TRANR92Q2,TRANR92Q3,TRANR92Q4,TRANR93Q1,TRANR93Q2,TRANR93Q3,TRANR93Q4,TRANR94Q1,TRANR94Q2,TRANR94Q3,TRANR94Q4,TRANR95Q1,TRANR95Q2,TRANR95Q3,TRANR95Q4,TRANR96Q1,TRANR96Q2,TRANR96Q3,TRANR96Q4,TRANR97Q1,TRANR97Q2,TRANR97Q3,TRANR97Q4,TRANR98Q1,TRANR98Q2,TRANR98Q3,TRANR98Q4,TRANR99Q1,TRANR99Q2,TRANR99Q3,TRANR99Q4,TRANR00Q1,TRANR00Q2,TRANR00Q3,TRANR00Q4,TRANR01Q1,TRANR01Q2,TRANR01Q3,TRANR01Q4,TRANR02Q1,TRANR02Q2,TRANR02Q3,TRANR02Q4,TRANR03Q1,TRANR03Q2,TRANR03Q3,TRANR03Q4,TRANR04Q1,TRANR04Q2,TRANR04Q3,TRANR04Q4,TRANR05Q1,TRANR05Q2,TRANR05Q3,TRANR05Q4,TRANR06Q1,TRANR06Q2,TRANR06Q3,TRANR06Q4,TRANR07Q1,TRANR07Q2,TRANR07Q3,TRANR07Q4,TRANR08Q1,TRANR08Q2,TRANR08Q3,TRANR08Q4,TRANR09Q1,TRANR09Q2,TRANR09Q3,TRANR09Q4,TRANR10Q1,TRANR10Q2,TRANR10Q3,TRANR10Q4,TRANR11Q1,TRANR11Q2,TRANR11Q3,TRANR11Q4,TRANR12Q1,TRANR12Q2,TRANR12Q3,TRANR12Q4,TRANR13Q1,TRANR13Q2,TRANR13Q3,TRANR13Q4,TRANR14Q1,TRANR14Q2,TRANR14Q3,TRANR14Q4,TRANR15Q1,TRANR15Q2,TRANR15Q3,TRANR15Q4,TRANR16Q1,TRANR16Q2,TRANR16Q3,TRANR16Q4,TRANR17Q1,TRANR17Q2,TRANR17Q3,TRANR17Q4,TRANR18Q1,TRANR18Q2,TRANR18Q3,TRANR18Q4,TRANR19Q1,TRANR19Q2,TRANR19Q3,TRANR19Q4,TRANR20Q1,TRANR20Q2,TRANR20Q3,TRANR20Q4,TRANR21Q1,TRANR21Q2,TRANR21Q3,TRANR21Q4,TRANR22Q1
1988:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,569,576.3,576.3,576.3,576.3,575.8,575.8,575.8,575.8,579,579,579,579,579,579,569.4,569.4,569.4,569.4,569.4,569.4,569.4,569.4,569.4,569.4,569.4,569.4,569.4,569.4,569.4,569.4,570.1,570.1,570.1,570.1,570.1,570.1,570.1,570.1,570.1,570.1,570.1,570.1,570.1,570.1,570.1,#N/A,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,#N/A,488.9,488.9,488.9,488.9,488.9,488.9,488.9,488.9,488.9,488.9,488.9,488.9,488.9,488.9,488.9,488.9,488.9,488.9,488.9,488.9,488.9,488.9,488.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9
1988:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,583,582.8,582.8,582.8,581.8,581.8,581.8,581.8,584.5,584.5,584.5,584.5,584.5,584.5,573.8,573.8,573.8,573.8,573.8,573.8,573.8,573.8,573.8,573.8,573.8,573.8,573.8,573.8,573.8,573.8,574.4,574.4,574.4,574.4,574.4,574.4,574.4,574.4,574.4,574.4,574.4,574.4,574.4,574.4,574.4,#N/A,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,#N/A,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5
1988:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,587.4,588.6,588.6,587.4,587.4,587.4,587.4,590.2,590.2,590.2,590.2,590.2,590.2,578.7,578.7,578.7,578.7,578.7,578.7,578.7,578.7,578.7,578.7,578.7,578.7,578.7,578.7,578.7,578.7,579.6,579.6,579.6,579.6,579.6,579.6,579.6,579.6,579.6,579.6,579.6,579.6,579.6,579.6,579.6,#N/A,498.7,498.7,498.7,498.7,498.7,498.7,498.7,498.7,498.7,498.7,498.7,498.7,498.7,498.7,498.7,498.7,498.8,498.8,498.8,498.8,498.8,498.8,498.8,498.8,498.8,498.8,498.8,498.8,498.8,498.8,498.8,498.8,498.8,498.8,498.8,498.8,498.8,498.8,#N/A,498.6,498.6,498.6,498.6,498.6,498.6,498.6,498.6,498.6,498.6,498.6,498.6,498.6,498.6,498.6,498.6,498.6,498.6,498.6,498.6,498.6,498.6,498.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6
1988:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,596.3,596.4,593.8,593.8,593.8,593.8,596.9,596.9,596.9,596.9,596.9,596.9,584.8,584.8,584.8,584.8,584.8,584.8,584.8,584.8,584.8,584.8,584.8,584.8,584.8,584.8,584.8,584.8,586.4,586.4,586.4,586.4,586.4,586.4,586.4,586.4,586.4,586.4,586.4,586.4,586.4,586.4,586.4,#N/A,504.3,504.3,504.3,504.3,504.3,504.3,504.3,504.3,504.3,504.3,504.3,504.3,504.3,504.3,504.3,504.3,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,#N/A,505.8,505.8,505.8,505.8,505.8,505.8,505.8,505.8,505.8,505.8,505.8,505.8,505.8,505.8,505.8,505.8,505.8,505.8,505.8,505.8,505.8,505.8,505.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8,506.8
1989:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,616.9,616.4,616.4,616.4,616.4,619.5,619.5,619.5,619.5,619.5,619.5,607.7,607.7,607.6,607.6,607.6,607.6,607.6,607.6,607.6,607.6,607.6,607.6,607.6,607.6,607.6,607.6,609.5,609.5,609.5,609.5,609.5,609.5,609.5,609.5,609.5,609.5,609.5,609.5,609.5,609.5,609.5,#N/A,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,#N/A,529.8,529.8,529.8,529.8,529.8,529.8,529.8,529.8,529.8,529.8,529.8,529.8,529.8,529.8,529.8,529.8,529.8,529.8,529.8,529.8,529.8,529.8,529.8,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4
1989:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,626.2,626.8,626.8,626.8,630.2,630.2,630.2,630.2,630.2,630.2,616.9,616.9,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,618.5,618.5,618.5,618.5,618.5,618.5,618.5,618.5,618.5,618.5,618.5,618.5,618.5,618.5,618.5,#N/A,533.8,533.8,533.8,533.8,533.8,533.8,533.8,533.8,533.8,533.8,533.8,533.8,533.8,533.8,533.8,533.8,537.6,537.6,537.6,537.6,537.6,537.6,537.6,537.6,537.6,537.6,537.6,537.6,537.6,537.6,537.6,537.6,537.6,537.6,537.6,537.6,537.6,537.6,#N/A,537.2,537.2,537.2,537.2,537.2,537.2,537.2,537.2,537.2,537.2,537.2,537.2,537.2,537.2,537.2,537.2,537.2,537.2,537.2,537.2,537.2,537.2,537.2,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8,538.8
1989:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,635.5,636.4,636.4,641.8,641.8,641.8,641.8,641.8,641.8,629.1,629.1,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630.9,630.9,630.9,630.9,630.9,630.9,630.9,630.9,630.9,630.9,630.9,630.9,630.9,630.9,630.9,#N/A,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,#N/A,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9,547.9
1989:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,649,649.7,655.9,655.9,655.9,655.9,655.9,655.9,644.2,644.2,644.8,644.8,644.8,644.8,644.8,644.8,644.8,644.8,644.8,644.8,644.8,644.8,644.8,644.8,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,#N/A,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.9,557.9,557.9,557.9,557.9,557.9,557.9,557.9,557.9,557.9,557.9,557.9,557.9,557.9,557.9,557.9,557.9,557.9,557.9,557.9,557.9,557.9,#N/A,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,557.2,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8,558.8
1990:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,671.1,680.9,680.9,680.9,680.9,680.9,680.9,669.2,669.2,669,669,669,669,669,670.4,670.4,670.4,670.4,670.4,670.4,670.4,670.4,670.4,670.5,670.5,670.5,670.5,670.5,670.5,670.5,670.5,670.5,670.5,670.5,670.5,670.5,670.5,670.5,#N/A,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,577.8,577.8,577.8,577.8,577.8,577.8,577.8,577.8,577.8,577.8,577.8,577.8,577.8,577.8,577.8,577.8,577.8,577.8,577.8,577.8,577.8,577.8,#N/A,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5,579.5
1990:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,686.2,686.7,686.7,686.7,686.7,686.7,676.8,676.8,676.1,676.1,676.1,676.1,676.1,677.7,677.7,677.7,677.7,677.7,677.7,677.7,677.7,677.7,678.1,678.1,678.1,678.1,678.1,678.1,678.1,678.1,678.1,678.1,678.1,678.1,678.1,678.1,678.1,#N/A,586.1,586.1,586.1,586.1,586.1,586.1,586.1,586.1,586.1,586.1,586.1,586.1,586.1,586.1,586.1,586.1,588.8,588.8,588.8,588.8,588.8,588.8,588.8,588.8,588.8,588.8,588.8,588.8,588.8,588.8,588.8,588.8,588.8,588.8,588.8,588.8,588.8,588.8,#N/A,588.5,588.5,588.5,588.5,588.5,588.5,588.5,588.5,588.5,588.5,588.5,588.5,588.5,588.5,588.5,588.5,588.5,588.5,588.5,588.5,588.5,588.5,588.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5,590.5
1990:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,696,696.4,696.4,696.4,696.4,687.7,687.7,688.3,688.3,688.3,688.3,688.3,690.4,690.4,690.4,690.4,690.4,690.4,690.4,690.4,690.4,690.6,690.6,690.6,690.6,690.6,690.6,690.6,690.6,690.6,690.6,690.6,690.6,690.6,690.6,690.6,#N/A,596.8,596.8,596.8,596.8,596.8,596.8,596.8,596.8,596.8,596.8,596.8,596.8,596.8,596.8,596.8,596.8,598.4,598.4,598.4,598.4,598.4,598.4,598.4,598.4,598.4,598.4,598.4,598.4,598.4,598.4,598.4,598.4,598.4,598.4,598.4,598.4,598.4,598.4,#N/A,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
1990:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,714.3,715.1,715.1,715.1,705.8,705.8,709.7,709.7,709.7,709.7,709.7,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,#N/A,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,#N/A,615.5,615.5,615.5,615.5,615.5,615.5,615.5,615.5,615.5,615.5,615.5,615.5,615.5,615.5,615.5,615.5,615.5,615.5,615.5,615.5,615.5,615.5,615.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5
